pokemon_id,move_id,pokemon_move_method_id,level
54,10,1,1
54,39,1,1
54,55,1,3
54,93,1,6
54,154,1,9
54,352,1,12
54,50,1,15
54,428,1,18
54,103,1,21
54,401,1,24
54,487,1,27
54,244,1,30
54,133,1,34
54,472,1,39
55,10,1,1
55,39,1,1
55,55,1,1
55,93,1,1
55,453,1,1
55,154,1,9
55,352,1,12
55,50,1,15
55,428,1,18
55,103,1,21
55,401,1,24
55,487,1,27
55,244,1,30
55,133,1,36
55,56,1,40
55,472,1,45
56,10,1,1
56,43,1,1
56,116,1,1
56,343,1,1
56,154,1,5
56,67,1,8
56,69,1,12
56,207,1,17
56,238,1,22
56,372,1,26
56,37,1,29
56,370,1,33
56,103,1,36
56,707,1,40
56,200,1,44
56,515,1,48
57,10,1,1
57,43,1,1
57,116,1,1
57,374,1,1
57,154,1,5
57,67,1,8
57,69,1,15
57,207,1,17
57,238,1,22
57,372,1,26
57,37,1,30
57,889,1,35
57,370,1,39
57,103,1,44
57,707,1,48
57,200,1,53
57,515,1,57
58,43,1,1
58,52,1,1
58,336,1,4
58,44,1,8
58,172,1,12
58,270,1,16
58,97,1,20
58,424,1,24
58,514,1,28
58,242,1,32
58,36,1,36
58,53,1,40
58,46,1,44
58,583,1,48
58,179,1,52
58,394,1,56
59,36,1,1
59,43,1,1
59,44,1,1
59,46,1,1
59,52,1,1
59,97,1,1
59,172,1,1
59,179,1,1
59,242,1,1
59,270,1,1
59,336,1,1
59,394,1,1
59,424,1,1
59,514,1,1
59,583,1,1
59,53,1,5
60,55,1,1
60,95,1,1
60,1,1,6
60,341,1,12
60,61,1,18
60,240,1,24
60,34,1,30
60,414,1,36
60,56,1,42
60,187,1,48
60,38,1,54
61,1,1,1
61,55,1,1
61,95,1,1
61,341,1,1
61,61,1,18
61,240,1,24
61,34,1,32
61,414,1,40
61,56,1,48
61,187,1,56
61,38,1,66
62,1,1,1
62,34,1,1
62,38,1,1
62,55,1,1
62,56,1,1
62,61,1,1
62,66,1,1
62,95,1,1
62,170,1,1
62,187,1,1
62,223,1,1
62,240,1,1
62,341,1,1
62,414,1,1
62,509,1,1
63,100,1,1
64,50,1,1
64,93,1,1
64,100,1,1
64,134,1,1
64,60,1,5
64,115,1,10
64,502,1,15
64,427,1,20
64,105,1,25
64,473,1,30
64,94,1,35
64,272,1,40
64,248,1,45
64,347,1,50
65,50,1,1
65,93,1,1
65,100,1,1
65,134,1,1
65,60,1,5
65,115,1,10
65,502,1,15
65,427,1,20
65,105,1,25
65,473,1,30
65,94,1,35
65,272,1,40
65,248,1,45
65,347,1,50
66,43,1,1
66,67,1,1
66,116,1,4
66,279,1,8
66,490,1,12
66,282,1,16
66,184,1,20
66,233,1,24
66,70,1,29
66,530,1,32
66,339,1,36
66,69,1,40
66,223,1,44
66,238,1,48
66,38,1,52
67,43,1,1
67,67,1,1
67,116,1,1
67,279,1,1
67,490,1,12
67,282,1,16
67,184,1,20
67,233,1,24
67,70,1,31
67,530,1,36
67,339,1,42
67,69,1,48
67,223,1,54
67,238,1,60
67,38,1,66
68,43,1,1
68,67,1,1
68,116,1,1
68,279,1,1
68,469,1,1
68,490,1,12
68,282,1,16
68,184,1,20
68,233,1,24
68,70,1,31
68,530,1,36
68,339,1,42
68,69,1,48
68,223,1,54
68,238,1,60
68,38,1,66
69,22,1,1
69,74,1,4
69,35,1,8
69,51,1,12
69,79,1,16
69,77,1,17
69,78,1,18
69,75,1,22
69,398,1,26
69,21,1,30
70,22,1,1
70,35,1,1
70,51,1,1
70,74,1,1
70,74,1,4
70,35,1,8
70,51,1,12
70,79,1,16
70,77,1,17
70,78,1,18
70,75,1,27
70,398,1,36
70,21,1,45
71,14,1,1
71,22,1,1
71,35,1,1
71,51,1,1
71,74,1,1
71,141,1,1
71,389,1,1
71,438,1,1
71,499,1,1
71,438,1,54
72,40,1,1
72,55,1,1
72,51,1,4
72,35,1,8
72,48,1,12
72,352,1,16
72,103,1,20
72,61,1,24
72,506,1,28
72,151,1,32
72,398,1,36
72,57,1,40
72,482,1,44
72,56,1,48
73,35,1,1
73,40,1,1
73,51,1,1
73,55,1,1
73,513,1,1
73,48,1,12
73,352,1,16
73,103,1,20
73,61,1,24
73,506,1,28
73,151,1,34
73,398,1,40
73,57,1,46
73,482,1,52
73,56,1,58
74,33,1,1
74,111,1,1
74,28,1,3
74,117,1,6
74,88,1,9
74,446,1,12
74,36,1,15
74,120,1,19
74,157,1,23
74,89,1,27
74,38,1,31
74,153,1,35
75,28,1,1
75,33,1,1
75,111,1,1
75,117,1,1
75,28,1,3
75,117,1,6
75,88,1,9
75,446,1,12
75,36,1,15
75,120,1,19
75,157,1,23
75,89,1,31
75,38,1,39
75,153,1,47
76,5,1,1
76,28,1,1
76,33,1,1
76,111,1,1
76,117,1,1
76,28,1,3
76,117,1,6
76,88,1,9
76,446,1,12
76,36,1,15
76,120,1,19
76,157,1,23
76,89,1,31
76,38,1,39
76,153,1,47
77,33,1,1
77,45,1,1
77,39,1,5
77,52,1,10
77,488,1,15
77,97,1,20
77,172,1,25
77,23,1,30
77,83,1,35
77,36,1,41
77,517,1,45
77,126,1,50
77,394,1,55
78,33,1,1
78,39,1,1
78,45,1,1
78,52,1,1
78,98,1,1
78,224,1,1
78,398,1,1
78,684,1,1
78,488,1,15
78,97,1,20
78,172,1,25
78,23,1,30
78,83,1,35
78,36,1,43
78,517,1,49
78,126,1,56
78,394,1,63
79,33,1,1
79,174,1,1
79,45,1,3
79,55,1,6
79,281,1,9
79,93,1,12
79,50,1,15
79,352,1,18
79,29,1,21
79,428,1,24
79,133,1,27
79,57,1,30
79,303,1,33
79,94,1,36
79,244,1,39
79,240,1,42
79,505,1,45
80,33,1,1
80,45,1,1
80,55,1,1
80,110,1,1
80,174,1,1
80,281,1,9
80,93,1,12
80,50,1,15
80,352,1,18
80,29,1,21
80,428,1,24
80,133,1,27
80,57,1,30
80,303,1,33
80,94,1,36
80,244,1,41
80,240,1,46
80,505,1,51
81,33,1,1
81,84,1,1
81,48,1,4
81,86,1,8
81,486,1,12
81,360,1,16
81,209,1,20
81,103,1,24
81,393,1,28
81,430,1,32
81,435,1,36
81,319,1,40
81,113,1,44
81,199,1,48
81,192,1,52
82,33,1,1
82,48,1,1
82,84,1,1
82,86,1,1
82,604,1,1
82,486,1,12
82,360,1,16
82,209,1,20
82,103,1,24
82,393,1,28
82,430,1,34
82,435,1,40
82,319,1,46
82,113,1,52
82,199,1,58
82,192,1,64
83,28,1,1
83,64,1,1
83,43,1,5
83,210,1,10
83,15,1,15
83,332,1,20
83,314,1,25
83,282,1,30
83,206,1,35
83,163,1,40
83,14,1,45
83,403,1,50
83,348,1,55
83,97,1,60
83,413,1,65
84,45,1,1
84,64,1,1
84,98,1,5
84,99,1,10
84,31,1,16
84,97,1,22
84,65,1,27
84,14,1,32
84,26,1,38
84,37,1,44
85,45,1,1
85,48,1,1
85,64,1,1
85,98,1,1
85,99,1,1
85,119,1,1
85,161,1,1
85,98,1,5
85,99,1,10
85,31,1,16
85,97,1,22
85,65,1,27
85,14,1,37
85,26,1,48
85,37,1,59
86,29,1,1
86,45,1,4
86,227,1,8
86,453,1,12
86,420,1,16
86,156,1,20
86,62,1,26
86,127,1,32
86,36,1,38
86,58,1,44
86,38,1,50
87,29,1,1
87,32,1,1
87,45,1,1
87,227,1,1
87,252,1,1
87,453,1,1
87,45,1,4
87,227,1,8
87,453,1,12
87,420,1,15
87,156,1,20
87,62,1,26
87,127,1,32
87,36,1,42
87,58,1,52
87,38,1,62
88,139,1,1
88,876,1,1
88,106,1,4
88,189,1,7
88,50,1,12
88,124,1,15
88,341,1,18
88,107,1,21
88,92,1,26
88,188,1,29
88,482,1,32
88,103,1,37
88,441,1,40
88,151,1,43
88,562,1,46
88,262,1,48
89,106,1,1
89,139,1,1
89,189,1,1
89,876,1,1
89,50,1,12
89,124,1,15
89,341,1,18
89,107,1,21
89,92,1,26
89,188,1,29
89,482,1,32
89,103,1,37
89,441,1,40
89,151,1,46
89,562,1,52
89,262,1,57
90,33,1,1
90,55,1,1
90,110,1,4
90,420,1,8
90,43,1,12
90,250,1,16
90,48,1,20
90,62,1,24
90,182,1,28
90,534,1,32
90,334,1,36
90,58,1,40
90,504,1,44
90,56,1,48
91,33,1,1
91,43,1,1
91,48,1,1
91,55,1,1
91,56,1,1
91,58,1,1
91,62,1,1
91,110,1,1
91,182,1,1
91,191,1,1
91,250,1,1
91,334,1,1
91,390,1,1
91,420,1,1
91,504,1,1
91,556,1,1
91,534,1,5
92,109,1,1
92,122,1,1
92,95,1,4
92,212,1,8
92,371,1,12
92,180,1,16
92,174,1,20
92,506,1,24
92,101,1,28
92,389,1,32
92,399,1,36
92,247,1,40
92,194,1,44
92,138,1,48
93,95,1,1
93,109,1,1
93,122,1,1
93,212,1,1
93,371,1,12
93,180,1,16
93,174,1,20
93,506,1,24
93,101,1,30
93,389,1,36
93,399,1,42
93,247,1,48
93,194,1,54
93,138,1,60
94,95,1,1
94,109,1,1
94,122,1,1
94,195,1,1
94,212,1,1
94,325,1,1
94,513,1,1
94,371,1,12
94,180,1,16
94,174,1,20
94,506,1,24
94,101,1,30
94,389,1,36
94,399,1,42
94,247,1,48
94,194,1,54
94,138,1,60
95,20,1,1
95,33,1,1
95,88,1,1
95,106,1,1
95,479,1,4
95,397,1,8
95,225,1,12
95,174,1,16
95,157,1,20
95,103,1,24
95,328,1,28
95,446,1,32
95,21,1,36
95,201,1,40
95,91,1,44
95,231,1,48
95,444,1,52
95,38,1,56
96,95,1,1
96,876,1,1
96,50,1,5
96,93,1,9
96,29,1,13
96,139,1,17
96,60,1,21
96,244,1,25
96,428,1,29
96,207,1,33
96,94,1,37
96,417,1,41
96,473,1,45
96,248,1,49
97,50,1,1
97,93,1,1
97,95,1,1
97,415,1,1
97,876,1,1
97,29,1,13
97,139,1,17
97,60,1,21
97,244,1,25
97,428,1,32
97,207,1,37
97,94,1,42
97,417,1,47
97,473,1,51
97,248,1,56
98,43,1,1
98,55,1,1
98,106,1,4
98,232,1,8
98,341,1,12
98,182,1,16
98,61,1,20
98,23,1,24
98,175,1,29
98,534,1,32
98,21,1,36
98,14,1,40
98,152,1,44
98,12,1,48
99,43,1,1
99,55,1,1
99,106,1,1
99,232,1,1
99,359,1,1
99,469,1,1
99,341,1,12
99,182,1,16
99,61,1,20
99,23,1,24
99,175,1,31
99,534,1,36
99,21,1,42
99,14,1,48
99,152,1,54
99,12,1,60
100,33,1,1
100,268,1,1
100,84,1,4
100,598,1,6
100,209,1,9
100,205,1,11
100,103,1,13
100,451,1,16
100,129,1,20
100,486,1,22
100,120,1,26
100,113,1,29
100,393,1,34
100,435,1,37
100,153,1,41
100,360,1,46
100,243,1,50
101,33,1,1
101,84,1,1
101,268,1,1
101,598,1,1
101,602,1,1
101,209,1,9
101,205,1,11
101,103,1,13
101,451,1,16
101,129,1,20
101,486,1,22
101,120,1,26
101,113,1,29
101,393,1,36
101,435,1,41
101,153,1,47
101,360,1,54
101,243,1,58
102,71,1,1
102,95,1,1
102,115,1,5
102,73,1,10
102,72,1,15
102,93,1,20
102,235,1,25
102,331,1,30
102,202,1,35
102,326,1,40
102,253,1,45
102,388,1,50
102,76,1,55
103,23,1,1
103,71,1,1
103,72,1,1
103,73,1,1
103,76,1,1
103,93,1,1
103,95,1,1
103,115,1,1
103,202,1,1
103,235,1,1
103,253,1,1
103,326,1,1
103,331,1,1
103,388,1,1
103,402,1,1
103,437,1,1
103,452,1,1
103,473,1,1
104,45,1,1
104,189,1,1
104,39,1,4
104,206,1,8
104,29,1,12
104,514,1,16
104,374,1,20
104,707,1,24
104,198,1,29
104,116,1,32
104,283,1,36
104,155,1,40
104,37,1,44
104,38,1,48
105,39,1,1
105,45,1,1
105,189,1,1
105,206,1,1
105,29,1,12
105,514,1,16
105,374,1,20
105,707,1,24
105,198,1,31
105,116,1,36
105,283,1,42
105,155,1,48
105,37,1,54
105,38,1,60
106,33,1,1
106,116,1,1
106,252,1,1
106,270,1,1
106,280,1,1
106,364,1,1
106,490,1,1
106,24,1,4
106,67,1,8
106,203,1,12
106,279,1,16
106,469,1,21
106,299,1,24
106,170,1,28
106,25,1,32
106,370,1,36
106,179,1,40
106,136,1,44
107,33,1,1
107,116,1,1
107,252,1,1
107,270,1,1
107,364,1,1
107,409,1,1
107,410,1,1
107,418,1,1
107,183,1,4
107,612,1,8
107,197,1,12
107,279,1,16
107,501,1,21
107,7,1,24
107,8,1,24
107,9,1,24
107,97,1,28
107,5,1,32
107,370,1,36
107,68,1,40
107,264,1,44
108,111,1,1
108,122,1,1
108,205,1,6
108,48,1,12
108,35,1,18
108,50,1,24
108,23,1,30
108,282,1,36
108,103,1,42
108,21,1,48
108,438,1,54
108,187,1,60
109,33,1,1
109,139,1,1
109,123,1,4
109,108,1,8
109,499,1,12
109,372,1,16
109,124,1,20
109,114,1,24
109,120,1,28
109,188,1,32
109,92,1,36
109,562,1,40
109,153,1,44
109,262,1,48
109,194,1,52
110,33,1,1
110,108,1,1
110,123,1,1
110,139,1,1
110,257,1,1
110,458,1,1
110,499,1,12
110,372,1,16
110,124,1,20
110,114,1,24
110,120,1,28
110,188,1,32
110,92,1,38
110,562,1,44
110,153,1,50
110,262,1,56
110,194,1,62
111,33,1,1
111,39,1,1
111,479,1,5
111,523,1,10
111,30,1,15
111,184,1,20
111,23,1,25
111,350,1,30
111,529,1,35
111,36,1,40
111,89,1,45
111,444,1,50
111,224,1,55
111,32,1,60
112,33,1,1
112,39,1,1
112,359,1,1
112,479,1,1
112,523,1,1
112,30,1,15
112,184,1,20
112,23,1,25
112,350,1,30
112,529,1,35
112,36,1,40
112,89,1,47
112,444,1,54
112,224,1,61
112,32,1,68
113,111,1,1
113,186,1,1
113,204,1,1
113,343,1,1
113,383,1,1
113,574,1,1
113,876,1,1
113,39,1,4
113,497,1,8
113,791,1,12
113,47,1,16
113,374,1,20
113,36,1,24
113,505,1,28
113,270,1,32
113,113,1,36
113,38,1,40
113,135,1,44
113,387,1,48
113,361,1,52
114,20,1,1
114,71,1,1
114,78,1,4
114,74,1,8
114,72,1,12
114,22,1,16
114,77,1,20
114,246,1,24
114,282,1,28
114,202,1,32
114,79,1,36
114,21,1,40
114,321,1,44
114,438,1,48
114,275,1,52
114,580,1,56
115,1,1,1
115,39,1,1
115,45,1,4
115,252,1,8
115,44,1,12
115,23,1,16
115,116,1,20
115,29,1,24
115,389,1,28
115,458,1,32
115,242,1,36
115,203,1,40
115,179,1,44
115,200,1,48
115,387,1,52
116,43,1,1
116,55,1,1
116,108,1,5
116,239,1,10
116,116,1,15
116,225,1,20
116,61,1,25
116,97,1,30
116,673,1,35
116,406,1,40
116,56,1,45
116,349,1,50
116,240,1,55
117,43,1,1
117,55,1,1
117,108,1,1
117,239,1,1
117,116,1,15
117,225,1,20
117,61,1,25
117,97,1,30
117,673,1,37
117,406,1,44
117,56,1,51
117,349,1,58
117,240,1,65
118,39,1,1
118,64,1,1
118,48,1,5
118,352,1,10
118,30,1,15
118,97,1,20
118,392,1,25
118,175,1,30
118,127,1,35
118,487,1,40
118,224,1,45
118,32,1,50
119,39,1,1
119,48,1,1
119,64,1,1
119,352,1,1
119,30,1,15
119,97,1,20
119,392,1,25
119,175,1,30
119,127,1,37
119,487,1,44
119,224,1,51
119,32,1,58
120,33,1,1
120,106,1,1
120,55,1,4
120,109,1,8
120,229,1,12
120,107,1,16
120,129,1,20
120,60,1,24
120,362,1,28
120,113,1,32
120,408,1,36
120,94,1,40
120,57,1,44
120,105,1,48
120,322,1,52
120,56,1,56
121,33,1,1
121,55,1,1
121,56,1,1
121,57,1,1
121,60,1,1
121,94,1,1
121,105,1,1
121,106,1,1
121,107,1,1
121,109,1,1
121,113,1,1
121,129,1,1
121,229,1,1
121,322,1,1
121,362,1,1
121,408,1,1
122,1,1,1
122,226,1,1
122,227,1,1
122,383,1,1
122,384,1,1
122,385,1,1
122,469,1,1
122,501,1,1
122,93,1,12
122,272,1,16
122,182,1,20
122,278,1,24
122,60,1,28
122,102,1,32
122,113,1,36
122,115,1,36
